"work_year","experience_level","employment_type","job_title","job_category","salary_in_usd","employee_residence","company_location","remote_ratio","company_size"
"2020","SE","FT","Machine Learning Engineer","ML Engineer",45618,"HR","HR",0,"S"
"2020","EN","FT","Data Scientist","Data Scientist",62726,"DE","DE",0,"S"
"2020","EN","FT","Data Scientist","Data Scientist",49268,"DE","DE",50,"S"
"2020","SE","FT","Data Science Manager","Data Scientist",190200,"US","US",0,"M"
"2020","EN","FT","Data Scientist","Data Scientist",105000,"US","US",0,"S"
"2020","SE","FT","Data Scientist","Data Scientist",91237,"AT","AT",0,"S"
"2020","MI","FT","Data Scientist","Data Scientist",62726,"FR","LU",0,"S"
"2020","MI","FT","Data Scientist","Data Scientist",42197,"FR","FR",0,"S"
"2020","EX","FT","Staff Data Analyst","Data Analyst",15000,"NG","CA",0,"M"
"2020","MI","FT","Business Data Analyst","BI Analyst",95000,"US","US",0,"M"
"2020","EN","FT","Data Engineer","Data Engineer",13493,"IN","IN",0,"L"
"2020","EN","FT","Data Analyst","Data Analyst",22809,"PT","PT",0,"M"
"2020","EN","FT","Data Scientist","Data Scientist",49268,"DE","DE",50,"S"
"2020","SE","FT","Machine Learning Manager","ML Engineer",117104,"CA","CA",0,"L"
"2020","EN","FT","Data Engineer","Data Engineer",54742,"PK","DE",0,"L"
"2020","MI","FT","Product Data Analyst","Data Analyst",20000,"HN","HN",0,"S"
"2020","MI","FT","Data Engineer","Data Engineer",59303,"DE","DE",0,"S"
"2020","EN","FT","Big Data Engineer","Big Data Engineer",70000,"US","US",0,"L"
"2020","SE","FT","Data Scientist","Data Scientist",68428,"GR","US",0,"L"
"2020","MI","FT","Research Scientist","Research Scientist",450000,"US","US",0,"M"
"2020","MI","FT","Data Science Consultant","Data Scientist",103000,"US","US",0,"L"
"2020","EN","FT","Machine Learning Engineer","ML Engineer",250000,"US","US",0,"L"
"2020","MI","FT","Data Scientist","Data Scientist",45760,"PH","US",0,"S"
"2020","EX","FT","Data Engineer","Data Engineer",79833,"ES","ES",0,"L"
"2020","MI","FT","Machine Learning Infrastructure Engineer","ML Engineer",50180,"PT","PT",0,"M"
"2020","MI","FT","Data Engineer","Data Engineer",106000,"US","US",0,"L"
"2020","MI","FT","Data Engineer","Data Engineer",112872,"GB","GB",0,"L"
"2020","EN","PT","ML Engineer","ML Engineer",15966,"DE","DE",0,"S"
"2020","MI","FT","Data Scientist","Data Scientist",76958,"GB","GB",0,"S"
"2020","MI","FT","Data Scientist","Data Scientist",105000,"US","US",0,"L"
"2020","MI","FT","Data Engineer","Data Engineer",70139,"FR","FR",0,"L"
"2020","EN","FT","Data Analyst","Data Analyst",6072,"IN","IN",0,"S"
"2020","SE","FT","Data Engineer","Data Engineer",33511,"MX","MX",0,"S"
"2020","EN","FT","Research Scientist","Research Scientist",42000,"NL","NL",0,"L"
"2020","MI","FT","Lead Data Scientist","Data Scientist",115000,"AE","AE",0,"L"
"2020","SE","FT","Machine Learning Scientist","Research Scientist",260000,"JP","JP",0,"S"
"2020","SE","FT","Big Data Engineer","Big Data Engineer",109024,"GB","GB",0,"M"
"2020","EN","FT","Data Analyst","Data Analyst",72000,"US","US",0,"L"
"2020","SE","FT","Lead Data Scientist","Data Scientist",190000,"US","US",0,"S"
"2020","MI","FT","Business Data Analyst","BI Analyst",135000,"US","US",0,"L"
"2020","EN","FT","Data Scientist","Data Scientist",51321,"FR","FR",0,"S"
"2020","MI","FT","Data Scientist","Data Scientist",40481,"IN","IN",0,"L"
"2020","MI","FT","Lead Data Analyst","Data Analyst",87000,"US","US",0,"L"
"2020","MI","FT","Data Analyst","Data Analyst",85000,"US","US",0,"L"
"2020","MI","FT","Data Analyst","Data Analyst",8000,"PK","PK",0,"L"
"2020","EN","FT","Data Engineer","Data Engineer",41689,"JP","JP",0,"S"
"2020","SE","FT","Big Data Engineer","Big Data Engineer",114047,"PL","GB",0,"S"
"2020","EN","FT","Data Science Consultant","Data Scientist",5707,"IN","IN",100,"M"
"2020","MI","FT","Lead Data Engineer","Data Engineer",56000,"PT","US",0,"M"
"2020","MI","FT","BI Data Analyst","BI Analyst",98000,"US","US",0,"M"
"2020","EN","FT","AI Scientist","AI Engineer",45896,"DK","DK",0,"S"
"2020","MI","FT","Data Scientist","Data Scientist",42197,"FR","FR",0,"S"
"2020","SE","FT","Data Scientist","Data Scientist",120000,"US","US",0,"L"
"2020","SE","FL","Computer Vision Engineer","ML Engineer",60000,"RU","US",100,"S"
"2020","SE","FT","Principal Data Scientist","Data Scientist",148261,"DE","DE",0,"M"
"2020","SE","FT","Data Scientist","Data Scientist",91237,"AT","AT",0,"S"
"2020","MI","FT","Data Scientist","Data Scientist",62726,"FR","LU",0,"S"
"2020","SE","FT","Data Science Manager","Data Scientist",190200,"US","US",0,"M"
"2020","MI","FT","Data Engineer","Data Engineer",130800,"ES","US",0,"M"
"2020","SE","FT","Machine Learning Engineer","ML Engineer",45618,"HR","HR",0,"S"
"2020","SE","FT","Data Scientist","Data Scientist",412000,"US","US",0,"L"
"2020","EN","FT","Data Scientist","Data Scientist",105000,"US","US",0,"S"
"2020","EN","CT","Business Data Analyst","BI Analyst",100000,"US","US",0,"L"
"2020","MI","FT","Research Scientist","Research Scientist",450000,"US","US",0,"M"
"2020","MI","FT","Data Analyst","Data Analyst",46759,"FR","FR",0,"L"
"2020","MI","FT","Data Engineer","Data Engineer",74130,"AT","AT",0,"L"
"2020","MI","FT","Data Science Consultant","Data Scientist",103000,"US","US",50,"L"
"2020","EN","FT","Data Analyst","Data Analyst",10000,"NG","NG",0,"S"
"2020","EX","FT","Data Engineering Manager","Data Engineer",79833,"ES","ES",0,"L"
"2020","SE","FT","Data Engineer","Data Engineer",188000,"US","US",0,"L"
"2020","SE","FT","Data Engineer","Data Engineer",33511,"MX","MX",0,"S"
"2020","EN","FT","Research Scientist","Research Scientist",42000,"NL","NL",0,"L"
"2020","MI","FT","Lead Data Scientist","Data Scientist",115000,"AE","AE",0,"L"
"2020","SE","FT","Big Data Engineer","Big Data Engineer",109024,"GB","GB",0,"M"
"2020","SE","FT","Lead Data Engineer","Data Engineer",125000,"NZ","NZ",0,"S"
"2020","EN","FT","Data Scientist","Data Scientist",39916,"FR","FR",0,"M"
"2020","MI","FT","Data Analyst","Data Analyst",85000,"US","US",0,"L"
"2020","EN","FT","Data Engineer","Data Engineer",41689,"JP","JP",0,"S"
"2020","MI","FT","Machine Learning Engineer","ML Engineer",43331,"CN","CN",0,"M"
"2020","MI","FT","Product Data Analyst","Data Analyst",6072,"IN","IN",50,"L"
"2020","SE","FT","Data Engineer","Data Engineer",47899,"GR","GR",0,"L"
"2020","EX","FT","Director of Data Science","Data Scientist",325000,"US","US",0,"L"
"2020","EN","FT","AI Scientist","AI Engineer",45896,"DK","DK",0,"S"
"2020","MI","FT","Data Scientist","Data Scientist",42197,"FR","FR",100,"S"
"2020","EN","FT","Data Scientist","Data Scientist",62726,"DE","DE",0,"S"
"2020","MI","FT","Data Engineer","Data Engineer",110000,"US","US",0,"L"
"2020","SE","FL","Computer Vision Engineer","ML Engineer",60000,"RU","US",0,"S"
"2020","MI","FT","Data Scientist","Data Scientist",38776,"ES","ES",0,"M"
"2020","SE","FT","Data Science Manager","Data Scientist",190200,"US","US",0,"M"
"2020","MI","FT","Data Scientist","Data Scientist",138350,"US","US",0,"M"
"2020","EN","CT","Business Data Analyst","BI Analyst",100000,"US","US",0,"L"
"2020","SE","FT","Staff Data Scientist","Data Scientist",164000,"US","US",50,"M"
"2020","EN","FT","Data Analyst","Data Analyst",47899,"DE","DE",0,"L"
"2020","EX","FT","Managing Director Data Science","Data Scientist",300000,"US","US",0,"L"
"2020","MI","CT","Sales Data Analyst","Data Analyst",60000,"NG","NG",0,"M"
"2020","EX","FT","Staff Data Analyst","Data Analyst",15000,"NG","CA",0,"M"
"2020","EN","FT","Data Scientist","Data Scientist",49268,"DE","DE",0,"S"
"2020","MI","FT","Data Engineer","Data Engineer",59303,"DE","DE",0,"S"
"2020","MI","FT","Data Analyst","Data Analyst",46759,"FR","FR",0,"L"
"2020","MI","FT","Data Engineer","Data Engineer",74130,"AT","AT",0,"L"
"2020","EN","FT","Machine Learning Engineer","ML Engineer",250000,"US","US",0,"L"
"2020","MI","FT","Data Scientist","Data Scientist",45760,"PH","US",0,"S"
"2020","EX","FT","Data Engineer","Data Engineer",79833,"ES","ES",0,"L"
"2020","MI","FT","Machine Learning Infrastructure Engineer","ML Engineer",50180,"PT","PT",0,"M"
"2020","EN","PT","ML Engineer","ML Engineer",15966,"DE","DE",0,"S"
"2020","MI","FT","Data Scientist","Data Scientist",76958,"GB","GB",0,"S"
"2020","MI","FT","Data Scientist","Data Scientist",105000,"US","US",0,"L"
"2020","EN","FT","Data Analyst","Data Analyst",91000,"US","US",0,"L"
"2020","MI","FT","Data Scientist","Data Scientist",79833,"DE","DE",0,"L"
"2020","SE","FT","Machine Learning Engineer","ML Engineer",150000,"US","US",0,"L"
"2020","MI","FT","Data Scientist","Data Scientist",35735,"HU","HU",0,"L"
"2020","MI","FT","Business Data Analyst","BI Analyst",135000,"US","US",0,"L"
"2020","MI","FT","Lead Data Analyst","Data Analyst",87000,"US","US",50,"L"
"2020","SE","FT","Data Engineer","Data Engineer",47899,"GR","GR",0,"L"
"2020","MI","FT","BI Data Analyst","BI Analyst",98000,"US","US",0,"M"
"2020","EN","FT","Data Scientist","Data Scientist",62726,"DE","DE",0,"S"
"2020","MI","FT","Data Scientist","Data Scientist",118000,"US","US",0,"M"
"2020","MI","FT","Data Scientist","Data Scientist",138350,"US","US",0,"M"
"2020","SE","FT","Machine Learning Engineer","ML Engineer",45618,"HR","HR",0,"S"
"2021","EN","FT","Research Scientist","Research Scientist",82528,"GB","GB",0,"L"
"2021","EX","FT","BI Data Analyst","BI Analyst",150000,"IN","US",0,"L"
"2021","EX","FT","Head of Data","Data Scientist",235000,"US","US",0,"L"
"2021","SE","FT","Data Scientist","Data Scientist",53192,"FR","FR",0,"L"
"2021","MI","FT","BI Data Analyst","BI Analyst",100000,"US","US",0,"M"
"2021","MI","PT","3D Computer Vision Researcher","Research Scientist",5409,"IN","IN",0,"M"
"2021","MI","CT","ML Engineer","ML Engineer",270000,"US","US",0,"L"
"2021","EN","FT","Data Analyst","Data Analyst",80000,"US","US",0,"M"
"2021","SE","FT","Data Analytics Engineer","Data Analyst",79197,"DE","DE",0,"L"
"2021","MI","FT","Data Engineer","Data Engineer",140000,"US","US",0,"L"
"2021","MI","FT","Applied Data Scientist","Data Scientist",54238,"GB","CA",0,"L"
"2021","MI","FT","Machine Learning Engineer","ML Engineer",47282,"ES","ES",0,"S"
"2021","EX","FT","Director of Data Science","Data Scientist",153667,"IT","PL",0,"L"
"2021","MI","FT","Data Engineer","Data Engineer",28476,"PL","PL",0,"L"
"2021","EN","FT","Data Analyst","Data Analyst",59102,"FR","FR",0,"M"
"2021","MI","FT","Data Analytics Engineer","Data Analyst",110000,"US","US",0,"L"
"2021","SE","FT","Lead Data Analyst","Data Analyst",170000,"US","US",100,"L"
"2021","SE","FT","Data Analyst","Data Analyst",80000,"BG","US",100,"S"
"2021","SE","FT","Marketing Data Analyst","Data Analyst",88654,"GR","DK",0,"L"
"2021","EN","FT","Data Science Consultant","Data Scientist",76833,"DE","DE",0,"S"
"2021","MI","FT","Lead Data Analyst","Data Analyst",19609,"IN","IN",0,"L"
"2021","SE","FT","Lead Data Engineer","Data Engineer",276000,"US","US",0,"L"
"2021","EN","FT","Data Scientist","Data Scientist",29751,"IN","IN",0,"L"
"2021","MI","FT","Cloud Data Engineer","Data Engineer",89294,"SG","SG",0,"L"
"2021","EN","PT","AI Scientist","AI Engineer",12000,"BR","US",0,"S"
"2021","MI","FT","Financial Data Analyst","Data Analyst",450000,"US","US",0,"L"
"2021","EN","FT","Computer Vision Software Engineer","ML Engineer",70000,"US","US",0,"M"
"2021","MI","FT","Computer Vision Software Engineer","ML Engineer",95746,"DE","US",0,"S"
"2021","MI","FT","Data Analyst","Data Analyst",75000,"US","US",0,"L"
"2021","SE","FT","Data Engineer","Data Engineer",150000,"US","US",0,"L"
"2021","MI","FT","BI Data Analyst","BI Analyst",36259,"HU","US",0,"L"
"2021","MI","FT","Data Analyst","Data Analyst",62000,"US","US",0,"L"
"2021","MI","FT","Data Scientist","Data Scientist",73000,"US","US",0,"L"
"2021","MI","FT","Data Analyst","Data Analyst",51519,"GB","GB",0,"L"
"2021","MI","FT","Research Scientist","Research Scientist",187442,"CA","CA",100,"L"
"2021","SE","FT","Data Engineer","Data Engineer",115000,"US","US",50,"S"
"2021","SE","FT","Data Engineer","Data Engineer",150000,"US","US",50,"M"
"2021","EN","FT","Data Engineer","Data Engineer",30428,"IN","IN",0,"L"
"2021","SE","FT","Machine Learning Engineer","ML Engineer",94564,"DE","DE",0,"L"
"2021","SE","FT","Director of Data Engineering","Data Engineer",113476,"GB","GB",0,"M"
"2021","SE","FT","Lead Data Engineer","Data Engineer",103160,"GB","GB",0,"S"
"2021","EN","PT","AI Scientist","AI Engineer",12000,"PK","US",0,"M"
"2021","MI","FT","Data Engineer","Data Engineer",45391,"NL","NL",0,"L"
"2021","EN","FT","Machine Learning Scientist","Research Scientist",225000,"US","US",0,"L"
"2021","MI","FT","Data Scientist","Data Scientist",50000,"NG","NG",0,"L"
"2021","MI","FT","Data Science Engineer","Data Scientist",40189,"GR","GR",0,"M"
"2021","EN","FT","Data Analyst","Data Analyst",90000,"US","US",0,"S"
"2021","MI","FT","Data Engineer","Data Engineer",200000,"US","US",0,"L"
"2021","MI","FT","Big Data Engineer","Big Data Engineer",60000,"ES","RO",0,"M"
"2021","SE","FT","Principal Data Engineer","Data Engineer",200000,"US","US",0,"M"
"2021","EN","FT","Data Analyst","Data Analyst",50000,"US","US",50,"M"
"2021","EN","FT","Applied Data Scientist","Data Scientist",110037,"GB","GB",0,"L"
"2021","EN","PT","Data Analyst","Data Analyst",10354,"ES","ES",0,"M"
"2021","MI","FT","Principal Data Scientist","Data Scientist",151000,"US","US",0,"L"
"2021","SE","FT","Machine Learning Scientist","Research Scientist",120000,"US","US",0,"S"
"2021","MI","FT","Data Scientist","Data Scientist",9466,"IN","IN",0,"S"
"2021","EN","FT","Machine Learning Engineer","ML Engineer",20000,"IN","IN",0,"S"
"2021","SE","FT","Lead Data Scientist","Data Scientist",40570,"IN","IN",0,"L"
"2021","EN","FT","Machine Learning Developer","ML Engineer",100000,"IQ","IQ",0,"S"
"2021","EN","FT","Data Scientist","Data Scientist",49646,"FR","FR",0,"M"
"2021","MI","FT","Applied Machine Learning Scientist","ML Engineer",38400,"VN","US",0,"M"
"2021","SE","FT","Computer Vision Engineer","ML Engineer",24000,"BR","BR",0,"M"
"2021","EN","FT","Data Scientist","Data Scientist",100000,"US","US",0,"S"
"2021","MI","FT","Data Analyst","Data Analyst",90000,"US","US",0,"M"
"2021","MI","FT","ML Engineer","ML Engineer",63711,"JP","JP",0,"S"
"2021","MI","FT","ML Engineer","ML Engineer",77364,"JP","JP",0,"S"
"2021","SE","FT","Principal Data Scientist","Data Scientist",220000,"US","US",0,"L"
"2021","EN","FT","Data Scientist","Data Scientist",80000,"US","US",0,"M"
"2021","MI","FT","Data Analyst","Data Analyst",135000,"US","US",0,"L"
"2021","SE","FT","Data Science Manager","Data Scientist",240000,"US","US",0,"L"
"2021","SE","FT","Data Engineering Manager","Data Engineer",150000,"US","US",0,"L"
"2021","MI","FT","Data Scientist","Data Scientist",82500,"US","US",0,"S"
"2021","MI","FT","Data Engineer","Data Engineer",100000,"US","US",0,"L"
"2021","SE","FT","Machine Learning Engineer","ML Engineer",82744,"BE","BE",0,"M"
"2021","MI","FT","Research Scientist","Research Scientist",62649,"FR","FR",0,"M"
"2021","MI","FT","Data Engineer","Data Engineer",90000,"US","US",50,"L"
"2021","SE","FT","Data Engineering Manager","Data Engineer",153000,"US","US",0,"L"
"2021","SE","FT","Cloud Data Engineer","Data Engineer",160000,"BR","US",0,"S"
"2021","SE","FT","Director of Data Science","Data Scientist",168000,"JP","JP",0,"S"
"2021","MI","FT","Data Scientist","Data Scientist",150000,"US","US",0,"M"
"2021","MI","FT","Data Scientist","Data Scientist",75774,"CA","CA",0,"L"
"2021","EN","FT","Data Scientist","Data Scientist",13400,"UA","UA",0,"L"
"2021","SE","FT","Data Science Manager","Data Scientist",144000,"US","US",0,"L"
"2021","SE","FT","Data Science Engineer","Data Scientist",127221,"CA","CA",0,"L"
"2021","MI","FT","Data Scientist","Data Scientist",119059,"SG","IL",0,"M"
"2021","MI","FT","Applied Machine Learning Scientist","ML Engineer",423000,"US","US",0,"L"
"2021","SE","FT","Data Analytics Manager","Data Analyst",120000,"US","US",0,"M"
"2021","EN","FT","Machine Learning Engineer","ML Engineer",125000,"US","US",0,"S"
"2021","EX","FT","Head of Data","Data Scientist",230000,"RU","RU",0,"L"
"2021","EX","FT","Head of Data Science","Data Scientist",85000,"RU","RU",0,"M"
"2021","MI","FT","Data Engineer","Data Engineer",28369,"MT","MT",0,"L"
"2021","EN","FT","Data Science Consultant","Data Scientist",63831,"DE","DE",0,"L"
"2021","EX","FT","Director of Data Science","Data Scientist",130026,"DE","DE",0,"M"
"2021","SE","FT","Data Specialist","Data Analyst",165000,"US","US",0,"L"
"2021","EN","FT","Data Engineer","Data Engineer",80000,"US","US",0,"L"
"2021","EX","FT","Director of Data Science","Data Scientist",250000,"US","US",0,"L"
"2021","EN","FT","BI Data Analyst","BI Analyst",55000,"US","US",0,"S"
"2021","MI","FT","Data Architect","Data Engineer",150000,"US","US",0,"L"
"2021","MI","FT","Data Architect","Data Engineer",170000,"US","US",0,"L"
"2021","MI","FT","Data Engineer","Data Engineer",82528,"GB","GB",0,"L"
"2021","EN","FT","Data Analyst","Data Analyst",60000,"US","US",0,"S"
"2021","SE","FT","Principal Data Scientist","Data Scientist",235000,"US","US",0,"L"
"2021","SE","FT","Research Scientist","Research Scientist",60757,"PT","PT",0,"L"
"2021","SE","FT","Data Engineering Manager","Data Engineer",174000,"US","US",0,"L"
"2021","MI","FT","Data Scientist","Data Scientist",2859,"MX","MX",0,"S"
"2021","MI","FT","Data Scientist","Data Scientist",40038,"CL","CL",0,"L"
"2021","EN","FT","Machine Learning Engineer","ML Engineer",81000,"US","US",0,"S"
"2021","MI","FT","Data Scientist","Data Scientist",5679,"IN","US",0,"S"
"2021","MI","FT","Big Data Engineer","Big Data Engineer",22611,"IN","IN",0,"L"
"2021","MI","FT","Data Scientist","Data Scientist",90734,"DE","DE",0,"L"
"2021","MI","FT","Data Engineer","Data Engineer",26005,"RO","US",0,"L"
"2021","SE","FT","Finance Data Analyst","Data Analyst",61896,"GB","GB",0,"L"
"2021","MI","FL","Machine Learning Scientist","Research Scientist",12000,"PK","PK",0,"M"
"2021","MI","FT","Data Engineer","Data Engineer",4000,"IR","IR",0,"M"
"2021","SE","FT","Data Analytics Engineer","Data Analyst",50000,"VN","GB",0,"M"
"2021","EX","FT","Data Science Consultant","Data Scientist",69741,"FR","ES",0,"S"
"2021","SE","FT","Data Engineer","Data Engineer",76833,"RO","GB",0,"S"
"2021","MI","FT","Machine Learning Engineer","ML Engineer",74000,"JP","JP",0,"S"
"2021","SE","FT","Data Science Manager","Data Scientist",152000,"US","FR",0,"L"
"2021","EN","FT","Machine Learning Engineer","ML Engineer",21844,"CO","CO",0,"M"
"2021","MI","FT","Big Data Engineer","Big Data Engineer",18000,"MD","MD",0,"S"
"2021","SE","FT","Data Science Manager","Data Scientist",174000,"US","US",0,"L"
"2021","SE","FT","Research Scientist","Research Scientist",96113,"CA","CA",0,"L"
"2021","MI","FT","Data Scientist","Data Scientist",147000,"US","US",0,"L"
"2021","EN","FT","BI Data Analyst","BI Analyst",9272,"KE","KE",0,"S"
"2021","SE","FT","Machine Learning Engineer","ML Engineer",24342,"IN","IN",0,"L"
"2021","SE","FT","Data Science Manager","Data Scientist",54094,"IN","US",0,"L"
"2021","EN","FT","Data Science Consultant","Data Scientist",90000,"US","US",0,"S"
"2021","MI","FT","Data Scientist","Data Scientist",61467,"DE","AT",0,"M"
"2021","SE","FT","Machine Learning Infrastructure Engineer","ML Engineer",195000,"US","US",50,"M"
"2021","MI","FT","Data Scientist","Data Scientist",37825,"ES","ES",0,"L"
"2021","SE","FT","Research Scientist","Research Scientist",50000,"FR","US",0,"S"
"2021","MI","FT","Data Scientist","Data Scientist",160000,"US","US",0,"L"
"2021","MI","FT","Data Scientist","Data Scientist",12901,"BR","BR",0,"S"
"2021","SE","FT","Machine Learning Engineer","ML Engineer",200000,"US","US",0,"L"
"2021","SE","FT","Data Engineer","Data Engineer",165000,"US","US",0,"M"
"2021","MI","FL","Data Engineer","Data Engineer",20000,"IT","US",0,"L"
"2021","SE","FT","Data Analytics Manager","Data Analyst",120000,"US","US",0,"L"
"2021","MI","FT","Machine Learning Engineer","ML Engineer",24823,"SI","SI",0,"L"
"2021","MI","FT","Research Scientist","Research Scientist",56738,"FR","FR",0,"S"
"2021","MI","FT","Data Engineer","Data Engineer",66022,"HK","GB",0,"S"
"2021","EN","FT","Big Data Engineer","Big Data Engineer",5882,"IN","CH",0,"L"
"2021","EN","FT","Machine Learning Engineer","ML Engineer",24823,"DE","DE",0,"M"
"2021","SE","FT","Principal Data Engineer","Data Engineer",185000,"US","US",0,"L"
"2021","EN","PT","Computer Vision Engineer","ML Engineer",28609,"DK","DK",0,"S"
"2021","MI","FT","Machine Learning Engineer","ML Engineer",88654,"BE","BE",50,"M"
"2021","SE","FT","Data Analytics Manager","Data Analyst",140000,"US","US",0,"L"
"2021","MI","FT","Machine Learning Engineer","ML Engineer",46597,"PL","PL",0,"L"
"2021","MI","FT","Data Scientist","Data Scientist",116914,"GB","GB",0,"L"
"2021","MI","FT","Data Scientist","Data Scientist",33808,"IN","IN",0,"M"
"2021","MI","FT","Data Scientist","Data Scientist",56256,"GB","GB",0,"L"
"2021","SE","FT","Machine Learning Scientist","Research Scientist",225000,"US","CA",0,"L"
"2021","EX","CT","Principal Data Scientist","Data Scientist",416000,"US","US",0,"S"
"2021","SE","FT","Data Scientist","Data Scientist",87738,"CA","CA",0,"S"
"2021","MI","FT","Data Scientist","Data Scientist",88654,"DE","DE",0,"L"
"2021","SE","FT","Data Scientist","Data Scientist",135000,"US","US",0,"L"
"2021","SE","FT","Data Analyst","Data Analyst",71786,"CA","CA",0,"M"
"2021","EN","FT","Big Data Engineer","Big Data Engineer",16228,"IN","IN",0,"L"
